short_code,caption,likes,post_year,post_month,comments,comment_like,reply_count,comment_year,comment_month
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,Price please,0,1,2021,11
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,too much plastic trash! you’ve gotta stop selling this kind of thing because it’s likely to end up in the ocean or polluting our food as #microplastics. #NoPlanetB,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,@zack_throckmorton  Emma for Xmas?,0,1,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,The best way to spread a little Disney magic 🪄,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,😍😍,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,@loreto.infante,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,😮😮😮😮😮,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,Got it,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,@emma_1989_lou  did you see theseb,1,1,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,🙌,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,"Bring Costco to Casa Grande, AZ!! ❤️",0,2,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,consumers deserve to know their chicken from costco is diseased!!,0,1,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,BRING BACK THE SALADS,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,Bring to Costco Canada,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,@_karina_07,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,@costco had one of your employees get up in my face at your Yorba Linda store I emailed the ceo but not sure if he got it or maybe it went to spam can yoy message me so I can talk to someone in corporate,0,3,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,😮😮😮😮😮😮😮😮😮,0,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,Send to mexico,3,1,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,So like can our bakery step up their game and come out with some pumpkin pie or pumpkin spice flavored danishes?,0,2,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,Love seeing tiana as a choice! 👏🏻,1,0,2021,10
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,BOARDS NEW WORLD GAME BY ABC PROMOTION AND SIGNED WITHIN THE UNITED STATES FOR ITS MANUFACTURING. 8015602074 https://t.co/VH709JXzgz,1,0,2021,9
CUdbhwxBvB4,Bring Disney magic with you wherever you go. ✨ Save $2 through 10/12/21.  Available in warehouses: Disney Wet Brush Hair Care Set,1134,2021,9,😍😍😍😍,2,0,2021,9
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,I love it and i need it,0,0,2018,8
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,Hi... how much,0,0,2016,7
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,I need a job,0,0,2016,5
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,@sniemandaniel 😂😂,0,0,2016,4
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,@mrscrazyrader for my sweetie,0,0,2016,4
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,@yournewstepmami It's on sale for $16.99 this week.,0,0,2016,4
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,@mss_cryss It's on sale for $16.99 this week.,0,0,2016,4
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,@bryancloutier13 mom you need this.,0,0,2016,4
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,How much??,0,0,2016,4
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,cool!,0,0,2016,4
BEwpCQ8wrM5,Want to improve fine lines and wrinkles while cushioning your skin with moisture? Pick up Elizabeth Arden Visible Difference Refining Moisture Cream Complex on your next visit. Even better – it comes with a bonus makeup remover.,406,2016,4,@selennimartini @_tanya_ @pumpkin_ib Costco is looking out for us ladies! Fight the signs of aging and get a hot dog 😂,0,0,2016,4
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,Wow,0,0,2021,2
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,@mrs.laurenragan  WINTER VILLAGE !!!!,0,0,2019,10
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,❤️❤️❤️,0,0,2018,12
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,@kinaswonderland The Winter Village with Lights & Music (item  1900208) is available on our website.,2,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,I love it! @costco what is the item number so I can order one?  I can't find it online!,0,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,❤️ Costco ❤️,1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,Love shopping Costco!!!,1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,"You know what’s cool about Costco, they sell all clothes with size small - xxl except form men. Because men only wear medium -xxl....👍🏻",1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,"@simplyjustvanessa We're sorry to hear of your experience. We would like to bring this to the attention of the appropriate personnel. Please email us at costcocare@costco.com with your 12-digit membership number, telephone number, and any pertinent details.",1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,So Beautiful 😊,1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,Mami @jackiejsd qué bello 👍 lleva el invierno para tú casa,1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,WORST PLACE !!! DONT GET A COSTCO MEMBERSHIP THEY GAVE OUT MY ACCOUNT TO A STRANGER! I WILL BE PLACING A BBB COMPLAIN !!,1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,@br1tt42,1,1,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,I❤️costco,1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,It’s online,0,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,@my_cali_kids,0,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,@costco please add jalapeños to your condiments station in the eatery,1,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,Cute! I didn’t see this at my store!,0,0,2018,11
BqtDKcrgtlx,"Add a winter touch to your home. Find the Winter Village with Lights & Music, available only at Costco.com.",1052,2018,11,💚,2,0,2018,11
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@rdhudas,0,0,2018,4
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@axelle_bognon @andreasdad16,0,0,2017,11
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@wesleyswholesale plz get these 😱😱,0,0,2017,10
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Luv this wine but our Costco is out of it:(,0,0,2017,7
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Is it sweet or dry?,1,0,2017,7
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@megan.feist 1.costco has Insta 2.we gotta get this 'sé,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,🐬🐬🐬🐬Killers,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Mmmmmmm,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@l_bobinski it's worth a try! 🌹,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@taraaajo I wonder if it's good,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,You need #bellissimaprosecco  @bellissimaprosecco  sparking Rosé by @christiebrinkley,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@socalwizz @cesarjesena,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,😍🙌🏼,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,We need tequila Don Julio in Huntsville Alabama!,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Just opened my bottle tonight! So refreshing!!! Will definitely buy more! 👍🏻🍷,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@angelinachauvinvicknair we need to get it!,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,How much is tween membership at Costco?,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@kjonesoninstagram yassssss,2,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@jayehabe ! A new rose to try!?,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,"@costco Please bring liquor sales to Costco Bridgewater, NJ! You're torturing us!!!",0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,"@costco I need you back in my life! Any plans to open a store in Fort Walton Beach, FL?!?!",0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@katiecollins7 need,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,I will try it as soon as i can 👍👍👍👍,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Shit @mimskieluv,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,¥,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@teeteemomies You just replied to a comment that wasn't made to you,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Do you think you will ever sell liquor at the PA stores @costco @costcodeals,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@brizzle246,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Thanks @Kristin_flock!! I'll try it!,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@redhedgerl I'm sure you'll like this,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@nanntourage Kirkland for life!!,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@rjmalamud 🍾🍾🍾🍾,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@please_love_meh123 says the woman who replied to a comment that wasn't even made to her. 🙄,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Cryin in the club rn bc y'all changed y'alls smoothie 😪😪,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,"@laurita.chiquita @teeteemomies friends, the whole thing was a joke and you guys are acting like someone just told you the world was ending. @shelby.is.a.savage doesn't care about the picture, it again was just to be funny.  The real question is why you don't have anything better to do with yourself than reply to comments tweets post",0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@atlanticaloha so cheap!,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@cricketmd I don't like rose,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@valeriebdewitt it's a dry Rose,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@cristinmccoy it's actually really good!!,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,💜@jschuck,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,"Has anyone actually tried it?  When I was at Costco and the ""Costco wine person""/employee who was recommending wines saw it in my cart, I asked her how this rose was, and her reply was, ""try it and see what you think."" Not a ringing endorsement!!!",1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,"@shelby.is.a.savage 🗣Shut up, bitch! Is that appropriate?",2,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@circuitbrakr want this,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@danielbogart also showing @sonia_azevedo28. I mean!,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,"people's/companies' @laurita.chiquita if we're going to reply sassily to other people's comments let's at least use correct grammar, sista @please_love_meh123",0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,"@shelby.is.a.savage It's like saying how dare Ben & Jerry advertise their ice cream in front of a dieting person. There's alcohol and cigs everywhere. You make your own choices, not other people/companies.",2,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@angelinachauvinvicknair,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@orkide_86 @isabel8607 @oh_on_ro  let's get some for brunch next Sunday!,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@arianamichelleb in honor of our Paris trip last year I'm heading to Costco this weekend to pick this up 😂😂😂😂,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@loashbro @abrownee,0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,"@laurwhalz @alliemathisluke the comment in which you replied to was commented by my friend who made a spam account for me and I am using her spam account that I created for her to comment this. So, I would like the record to reflect that the comment was indeed a joke and it is called having a sense of humor, maybe you should get one... Also, why are you using your time to comment on costco posts? I am a tween and I have time to do stupid stuff like this but you ????",0,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,@kbhussey @bmeyers2483 NOW 🥂🥂,1,0,2017,6
BU2n8O0A9wO,"Brighten your day with rosé, a #FridayFind for $8.99. Please drink responsibly. Selection varies by location.",1132,2017,6,Is this wine sweet?,0,0,2017,6
